# -*- coding: utf-8 -*-,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
# A datafile created by Gustav!,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
# Experiment: fNIRSandGerbils,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
# Vocoded speech in spatially-separated speech or noise maskers.,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
# $comments,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
S,Trial,Date,Block,Condition,masker,Soundfile,Ear,Times,,,,,,,,
7003,114,2023-11-02,114,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_same_talker\73_unscrambled_st.wav,b,2.16,8.105,9.949
7003,115,2023-11-02,115,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_diff_talker\56_scrambled_dt.wav,b,2.085,7.198,10.697
7003,116,2023-11-02,116,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_same_talker\65_scrambled_st.wav,b,4.482,6.409,7.709
7003,117,2023-11-02,117,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_same_talker\77_unscrambled_st.wav,b,3.387,4.458,5.218,7.216,9.217,10.37,10.899
7003,118,2023-11-02,118,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_diff_talker\5_scrambled_dt.wav,b,3.005,7.872,11.665
7003,119,2023-11-02,119,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_same_talker\70_scrambled_st.wav,b,2.544,3.606,10.019
7003,120,2023-11-02,120,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_diff_talker\8_unscrambled_dt.wav,b,3.245,5.542,6.847,11.568
7003,121,2023-11-02,121,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_same_talker\76_scrambled_st.wav,b,3.317,5.859,7.858,11.182
7003,122,2023-11-02,122,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_diff_talker\90_unscrambled_dt.wav,b,2.701,3.696,7.954
7003,123,2023-11-02,123,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_diff_talker\61_scrambled_dt.wav,b,3.169,11.143,11.595
7003,124,2023-11-02,124,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_same_talker\78_unscrambled_st.wav,b,3.149,4.302,9.245
7003,125,2023-11-02,125,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_diff_talker\74_scrambled_dt.wav,b,1.92,2.839,10.365,11.593
7003,126,2023-11-02,126,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_diff_talker\93_unscrambled_dt.wav,b,2.851,7.507,8.654,11.204
7003,127,2023-11-02,127,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_same_talker\83_unscrambled_st.wav,b,3.881,4.877,5.174,5.486,7.483,10.192,10.954
7003,128,2023-11-02,128,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_same_talker\82_scrambled_st.wav,b,2.697,4.549,7.642,8.633,10.256
7003,129,2023-11-02,129,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_diff_talker\75_scrambled_dt.wav,b,4.428,6.887,8.038,10.814
7003,130,2023-11-02,130,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_same_talker\86_scrambled_st.wav,b,2.22,8.799,11.195
7003,131,2023-11-02,131,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_diff_talker\96_unscrambled_dt.wav,b,1.999,6.417,8.502,9.259
7003,132,2023-11-02,132,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_same_talker\84_unscrambled_st.wav,b,5.337,6.098,9.962
7003,133,2023-11-02,133,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_same_talker\87_scrambled_st.wav,b,5.75,7.134,9.142,9.904,10.825
7003,134,2023-11-02,134,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_diff_talker\97_unscrambled_dt.wav,b,3.25,5.727,7.804,9.883,11.179
7003,135,2023-11-02,135,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_same_talker\91_unscrambled_st.wav,b,4.793,5.861,6.773,9.71,11.18
7003,136,2023-11-02,136,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_diff_talker\79_scrambled_dt.wav,b,5.979,7.923,9.149
7003,137,2023-11-02,137,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_same_talker\92_scrambled_st.wav,b,4.127,5.139,5.993,7.005,9.709
7003,138,2023-11-02,138,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_same_talker\94_unscrambled_st.wav,b,2.068,5.394,5.61,6.367,9.927
7003,139,2023-11-02,139,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_diff_talker\98_unscrambled_dt.wav,b,3.556,6.653,10.513
7003,140,2023-11-02,140,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_diff_talker\81_scrambled_dt.wav,b,3.542,6.863,11.038
7003,141,2023-11-02,141,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_same_talker\99_unscrambled_st.wav,b,2.999,4.224,8.722
7003,142,2023-11-02,142,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_same_talker\95_scrambled_st.wav,b,3.93,5.779,7.158
7003,143,2023-11-02,143,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\unscrambled_diff_talker\9_unscrambled_dt.wav,b,1.991,4.997,7.153,9.927
7003,144,2023-11-02,144,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7003\scrambled_diff_talker\88_scrambled_dt.wav,b,2.077,5.258,5.721,7.963,9.033
7004,1,2023-11-03,1,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\105_scrambled_dt.wav,l,3.08,8.667,9.976,11.746
7004,2,2023-11-03,2,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\101_scrambled_st.wav,l,5.49,9.355,11.512
7004,3,2023-11-03,3,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\102_unscrambled_dt.wav,l,10.163,11.24
7004,4,2023-11-03,4,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\100_unscrambled_st.wav,l,1.93,5.253,6.481,7.086,9.865
7004,5,2023-11-03,5,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\103_scrambled_st.wav,l,1.703,8.141,9.446,11.522
7004,6,2023-11-03,6,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\104_unscrambled_dt.wav,l,2.15,10.229
7004,7,2023-11-03,7,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\107_unscrambled_st.wav,l,4.168,6.401,8.094,9.631,11.943
7004,8,2023-11-03,8,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\109_scrambled_dt.wav,l,2.073,5.639,6.861,11.053
7004,9,2023-11-03,9,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\108_unscrambled_dt.wav,l,1.846,3.069,8.641,10.968
7004,10,2023-11-03,10,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\106_scrambled_st.wav,l,1.612,2.681,6.317,8.945,9.941,11.944
7004,11,2023-11-03,11,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\113_scrambled_dt.wav,l,1.772,3.094,6.962,7.961,9.033
7004,12,2023-11-03,12,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\10_unscrambled_st.wav,l,5.567,7.488,9.182,11.429
7004,13,2023-11-03,13,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\110_unscrambled_dt.wav,l,3.007,6.315,7.558,8.778,11.401
7004,14,2023-11-03,14,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\112_unscrambled_st.wav,l,1.996,3.449,6.378,8.792,11.418,12.336
7004,15,2023-11-03,15,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\115_scrambled_dt.wav,l,2.549,6.559,10.117
7004,16,2023-11-03,16,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\111_scrambled_st.wav,l,2.548,8.91,9.972
7004,17,2023-11-03,17,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\114_unscrambled_dt.wav,l,1.923
7004,18,2023-11-03,18,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\116_unscrambled_st.wav,l,4.167,5.937,7.397,10.175
7004,19,2023-11-03,19,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\120_scrambled_st.wav,l,1.843,8.556,10.272,11.579
7004,20,2023-11-03,20,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\117_scrambled_dt.wav,l,2.405,6.016,8.1,9.094,10.402
7004,21,2023-11-03,21,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\118_unscrambled_st.wav,l,1.932,2.614,3.921,4.836,7.783,9.805
7004,22,2023-11-03,22,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\125_scrambled_st.wav,l,2.078,4.54,7.168,8.629,10.489
7004,23,2023-11-03,23,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\121_scrambled_dt.wav,l,5.11,8.431,10.044,11.271
7004,24,2023-11-03,24,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\119_unscrambled_dt.wav,l,1.454,2.908,4.989,10.176,12.038
7004,25,2023-11-03,25,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\126_scrambled_dt.wav,l,3.174,6.578
7004,26,2023-11-03,26,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\135_scrambled_st.wav,l,2.932,5.714,7.329,7.946,8.941
7004,27,2023-11-03,27,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\11_unscrambled_st.wav,l,7.774,11.427
7004,28,2023-11-03,28,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\131_unscrambled_dt.wav,l,1.929,4.39
7004,29,2023-11-03,29,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\138_scrambled_st.wav,l,6.426,8.512,9.839
7004,30,2023-11-03,30,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\122_unscrambled_st.wav,l,2.782,3.563,5.332,7.034,10.601
7004,31,2023-11-03,31,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\129_scrambled_dt.wav,l,6.593,8.678,9.749,10.665,12.28
7004,32,2023-11-03,32,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\132_unscrambled_dt.wav,l,2.846,4.769,6.306,11.106
7004,33,2023-11-03,33,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\12_scrambled_dt.wav,l,6.359,8.753,11.539
7004,34,2023-11-03,34,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\140_scrambled_st.wav,l,7.994,9.311,10.088,11.006
7004,35,2023-11-03,35,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\123_unscrambled_st.wav,l,3.402,5.087,7.099,7.937,10.786
7004,36,2023-11-03,36,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\134_unscrambled_dt.wav,l,5.338,6.244,7.854
7004,37,2023-11-03,37,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\130_scrambled_dt.wav,l,2.245,3.317,7.019,8.337
7004,38,2023-11-03,38,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\124_unscrambled_st.wav,l,4.542,5.539,6.453,9.944
7004,39,2023-11-03,39,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\17_unscrambled_dt.wav,l,5.329,6.575,8.271,9.736
7004,40,2023-11-03,40,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\15_scrambled_st.wav,l,5.266,6.26,7.272,11.148
7004,41,2023-11-03,41,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\127_unscrambled_st.wav,l,1.866,5.871,7.18,7.71,11.193
7004,42,2023-11-03,42,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\26_unscrambled_dt.wav,l,3.937,9.063,11.682
7004,43,2023-11-03,43,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\19_scrambled_st.wav,l,5.651,7.112
7004,44,2023-11-03,44,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\133_scrambled_dt.wav,l,3.162,10.854,12.087
7004,45,2023-11-03,45,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\128_unscrambled_st.wav,l,3.098,5.416,11.473
7004,46,2023-11-03,46,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\23_scrambled_st.wav,l,4.711,9.222,11.459
7004,47,2023-11-03,47,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\136_scrambled_dt.wav,l,2.077,8.44,9.584,10.754,11.669
7004,48,2023-11-03,48,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\28_unscrambled_dt.wav,l,3.476,4.313,9.845,10.762
7004,49,2023-11-03,49,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\27_scrambled_st.wav,l,4.81,7.048,8.898,11.361,12.293
7004,50,2023-11-03,50,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\137_scrambled_dt.wav,l,2.621,4.237,5.7,9.191,10.42
7004,51,2023-11-03,51,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\2_unscrambled_dt.wav,l,2.228,4.385,5.612,8.934
7004,52,2023-11-03,52,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\141_unscrambled_st.wav,l,7.65,8.882,11.278
7004,53,2023-11-03,53,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\139_scrambled_dt.wav,l,2.157,5.943
7004,54,2023-11-03,54,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\144_unscrambled_st.wav,l,5.323,7.26,8.174,9.959,11.264
7004,55,2023-11-03,55,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\32_unscrambled_dt.wav,l,3.622,7.332,8.708,10.169,11.007
7004,56,2023-11-03,56,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\31_scrambled_st.wav,l,4.713,6.111,11.934
7004,57,2023-11-03,57,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\13_scrambled_dt.wav,l,5.28,7.367,8.359,9.277,11.221
7004,58,2023-11-03,58,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\33_scrambled_st.wav,l,2.632,6.222,8.471,9.701,10.232
7004,59,2023-11-03,59,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\35_unscrambled_dt.wav,l,2.076,3.697,5.85,10.597
7004,60,2023-11-03,60,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\14_unscrambled_st.wav,l,2.239,3.393,4.389,7.561,8.724
7004,61,2023-11-03,61,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\37_scrambled_st.wav,l,2.306,3.221,10.513,11.431
7004,62,2023-11-03,62,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\18_unscrambled_st.wav,l,2.862,8.923,9.525,11.08
7004,63,2023-11-03,63,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\36_unscrambled_dt.wav,l,3.717,8.685,11.157
7004,64,2023-11-03,64,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\142_scrambled_dt.wav,l,1.78,2.614,7.472,8.237
7004,65,2023-11-03,65,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\38_scrambled_st.wav,l,2.797,3.729,4.718,6.971,11.407
7004,66,2023-11-03,66,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\143_scrambled_dt.wav,l,4.121,6.902,7.662,8.43,9.973
7004,67,2023-11-03,67,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\41_unscrambled_dt.wav,l,3.332,4.639,5.788,7.554
7004,68,2023-11-03,68,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\1_unscrambled_st.wav,l,4.971,6.142
7004,69,2023-11-03,69,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\39_scrambled_st.wav,l,1.946,4.967,9.561
7004,70,2023-11-03,70,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\21_unscrambled_st.wav,l,4.255,8.817,9.67,12.16
7004,71,2023-11-03,71,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\16_scrambled_dt.wav,l,2.018,7.504,8.5,10.743
7004,72,2023-11-03,72,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\46_unscrambled_dt.wav,l,2.16,3.851,11.375
7004,73,2023-11-03,73,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\20_scrambled_dt.wav,l,2.604,4.761,6.853,9.482,10.864
7004,74,2023-11-03,74,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\47_unscrambled_dt.wav,l,3.007,5.582,7.897
7004,75,2023-11-03,75,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\22_unscrambled_st.wav,l,5.895,9.456,10.762,12.066
7004,76,2023-11-03,76,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\43_scrambled_st.wav,l,4.334,5.735,9.168
7004,77,2023-11-03,77,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\25_scrambled_dt.wav,l,1.709,4.348,7.987,9.229
7004,78,2023-11-03,78,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\48_scrambled_st.wav,l,7.193,9.062,10.371,12.292
7004,79,2023-11-03,79,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\24_unscrambled_st.wav,l,2.537,4.384,10.02,11.09
7004,80,2023-11-03,80,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\49_unscrambled_dt.wav,l,2.482,4.175,7.653,10.278
7004,81,2023-11-03,81,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\30_unscrambled_st.wav,l,7.683,9.393,10.637,11.627
7004,82,2023-11-03,82,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\51_unscrambled_dt.wav,l,3.319,7.335,8.097,10.565
7004,83,2023-11-03,83,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\4_scrambled_st.wav,l,2.699,4.472,7.649,8.795,10.097
7004,84,2023-11-03,84,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\29_scrambled_dt.wav,l,2.464,3.937,6.097
7004,85,2023-11-03,85,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\53_unscrambled_dt.wav,l,2.545,5.957,7.738,8.731,9.731
7004,86,2023-11-03,86,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\34_unscrambled_st.wav,l,7.122,7.961,8.726,9.8
7004,87,2023-11-03,87,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\50_scrambled_st.wav,l,4.655,10.255,12.338
7004,88,2023-11-03,88,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\3_scrambled_dt.wav,l,3.714,7.143,7.923,10.167,11.238
7004,89,2023-11-03,89,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\55_scrambled_st.wav,l,5.651,9.06,10.364,11.436,12.275
7004,90,2023-11-03,90,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\44_scrambled_dt.wav,l,4.332,5.484,11.313,12.072
7004,91,2023-11-03,91,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\54_unscrambled_dt.wav,l,2.157,7.488,9.263
7004,92,2023-11-03,92,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\40_unscrambled_st.wav,l,5.679,9.094,10.168,11.396,12.468
7004,93,2023-11-03,93,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\60_scrambled_st.wav,l,3.626,5.493,7.958,10.042,10.961
7004,94,2023-11-03,94,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\42_unscrambled_st.wav,l,4.943,6.558,11.908
7004,95,2023-11-03,95,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\64_unscrambled_dt.wav,l,4.038,5.342,6.187,8.048
7004,96,2023-11-03,96,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\45_scrambled_dt.wav,l,2.309,7.408,9.348,10.109
7004,97,2023-11-03,97,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\65_unscrambled_dt.wav,l,6.286,7.985,8.983,10.442
7004,98,2023-11-03,98,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\62_scrambled_st.wav,l,3.252,6.728,7.803
7004,99,2023-11-03,99,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\56_scrambled_dt.wav,l,2.775,3.767,5.305,11.729
7004,100,2023-11-03,100,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\52_unscrambled_st.wav,l,4.185,8.213,10.302,11.145
7004,101,2023-11-03,101,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\67_scrambled_st.wav,l,2.26,4.886,7.671,8.669
7004,102,2023-11-03,102,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\71_unscrambled_dt.wav,l,3.739,6.132,9.704
7004,103,2023-11-03,103,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\57_unscrambled_st.wav,l,5.108,10.23
7004,104,2023-11-03,104,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_diff_talker\58_scrambled_dt.wav,l,5.753,8.015,9.247
7004,105,2023-11-03,105,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_same_talker\59_unscrambled_st.wav,l,5.523,6.675,8.532,9.525,10.682,12.003
7004,106,2023-11-03,106,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\scrambled_same_talker\68_scrambled_st.wav,l,4.805,5.485,7.96,8.962,12.136
7004,107,2023-11-03,107,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_7004\unscrambled_diff_talker\72_unscrambled_dt.wav,l,2.083,9.846,11.149,11.988
